X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-121.9867425,47.728305,2658,898cff1f-63ed-477b-8cb0-bdf9a0909f6c,"Pickle Time (deli, fast food)","14142 Main St NE, Duvall, WA, 98019",425-788-8605,https://www.facebook.com/pickletimeduvall/,takeout,Hours: Tues-Sat 10:30 AM-9:00 PM Sun 11:00 AM-8:00 PM,2020/04/22 21:41:25.796+00,2020/04/22 21:41:25.796+00
-122.2084716,47.98290438,2659,689b31d6-4b72-4d98-8976-0a1528d05095,Aesir Meadery,"2625 Colby Ave, Everett WA 98201",360-965-5382,https://www.aesirmeadery.com,"curbside,delivery",Delivery options available. Call or text for local pick up. No delivery fee.,2020/04/22 21:46:54.727+00,2020/04/22 21:46:54.727+00
-122.195691,47.414106,2660,86372626-a371-44ec-80ad-15de969388ea,Maza Grill,"21000 108th AVE SE, Kent, WA 98031",253-277-2566,http://www.mazagrill.co,"takeout,third_party_delivery_service","Award winning Steakhouse and Classical Pakistani Cuisine. 
Open for Togo and Pickup. Delivery  available. 
TUESDAY TO SUNDAY FROM 12.00hrs TO 1950hrs
",2020/04/22 21:46:58.709+00,2020/04/23 00:02:47.445+00
-122.2146045,47.980872,2661,83db3fc8-7e91-4838-8dc1-1b8105dc328d,At Large Brewing,"2730 West Marine View Dr, Everett WA 98201",425-324-0039,https://atlargebrewing.com,"takeout,curbside",Walk up orders accepted outside.,2020/04/22 21:48:50.856+00,2020/04/22 21:48:50.856+00
-122.219334,47.911689,2662,7d347295-8a02-4c3f-8ea3-e0b320e1c008,Crucible Brewing Co.,"909 SE Everett Mall Way, Unit D440, Everett WA 98208",425-374-7293,https://cruciblebrewing.com,"takeout,curbside,delivery","Online ordering available on website, contactless pickup available. Growler fills available (they’ll sanitize it for you).",2020/04/22 21:50:45.153+00,2020/04/22 21:50:45.153+00
-122.276772,47.900052,2663,d252d5d0-6d94-4c58-8a99-3d0a2d223cf4,James Bay Distillers,"3101 111th St SW, Suite B, Everett WA 98204",425-212-9135,https://www.jamesbaydistillers.com/,"takeout,curbside","Shipping is available to most states. Tues-Sat Noon-5 pm hours, or call. ",2020/04/22 21:52:24.001+00,2020/04/24 15:26:56.361+00
-121.984893,47.72727,2664,74250a33-0127-4584-8e14-1a8d37252dd1,Quiznos (sandwiches),"14110 Main St NE, Duvall, WA, 98019",425-844-0755,http://restaurants.quiznos.com/wa/duvall,"takeout,delivery","Hours: Daily 10:00 AM-8:00 PM
",2020/04/22 21:52:45.853+00,2020/04/22 21:52:45.853+00
-122.224599,47.910213,2665,49af9e40-b3be-4d1c-8d08-33aea61de271,Middleton Brewing,"607 SE Everett Mall Way, Suite 27-A, Everett WA 98201",425-280-9178,https://www.facebook.com/MiddletonBrews/,takeout,Check social media for updates on food and beer options. ,2020/04/22 21:54:07.056+00,2020/04/24 15:27:42.023+00
-121.9857335,47.74194625,2666,40457230-9057-499e-8f75-898a60884519,Red Pepper Pizzeria & Pasta (pizza),"15720 Main St NE, Duvall WA 98019",425-844-8100,http://redpepperpizzeria.com/,"takeout,delivery","Hours: Mon-Thurs, Sun 11:00 AM-9:00 PM Sat 11:00 AM-10:00 PM",2020/04/22 21:57:22.549+00,2020/04/26 21:37:15.108+00
-122.1940552,47.97365297,2667,b77a304d-3ff9-49a6-86cf-3a7cfa219ae6,Scuttlebutt Brewing Co.,"3310 Cedar St, Everett WA 98201",425-252-2829,https://scuttlebuttbrewing.com,curbside,,2020/04/22 21:58:32.766+00,2020/04/22 21:58:32.766+00
-122.20551,47.97927346,2668,193db56d-c857-4378-8475-070a2729e576,The Independent Beer Bar,"1801 Hewitt Ave, Everett WA 98201",425-212-9517,https://theindependentbeerbar.com,"takeout,curbside",Dumplings are ready in just 15 min - a great addition to your growler fill.,2020/04/22 22:00:12.737+00,2020/04/22 22:00:12.737+00
-121.986351,47.741931,2669,33bcafc9-ace0-4ad1-8dba-414be53797d4,"Rustic Cabin Coffee (coffee, sandwiches, pastries)","15715 Main St NE, Duvall, WA, 98019",425-318-6009,https://www.rusticcabincoffee.com/,takeout,"Hours: Mon-Fri 7:30 AM-3:30 PM, Sat 8:00 AM-3:30 PM ",2020/04/22 22:00:19.132+00,2020/04/22 22:00:19.132+00
-121.984686,47.726325,2670,a1ca8afd-1cfd-42bd-8fe4-53196ae68797,Safeway (grocery),"14020 Main St NE, Duvall, WA, 98019",425-844-1188,https://local.safeway.com/safeway/wa/duvall/14020-main-st-ne.html,"takeout,curbside,delivery","Hours: Daily 6:00 AM-10:00 PM
(senior hours Tues/Thurs 6:00 AM-9:00 AM)",2020/04/22 22:03:57.875+00,2020/04/22 22:03:57.875+00
-122.51844,47.162385,2671,d9659dae-220a-485c-8901-37e4265bf81a,Cold Stone Creamery - Lakewood,"10417 Gravelly Lake Dr. SW, Suite A, Lakewood, WA 98008",253-589-8646,https://orders.ordercoldstone.com/menu/lakewood-gravelly-lake-dr,"takeout,delivery,third_party_delivery_service",Open regular hours with full menu for takeout or delivery. All takeout orders are only taken through the ordering website or Cold Stone app.,2020/04/22 22:04:20.861+00,2020/04/29 18:13:06.236+00
-122.198101,47.484495,2672,46a4bd1f-dfca-4dab-82f6-baf7a7e5af35,Ay! Jalisco,"108 Factory Ave N Renton, Washington 98057",(425) 227-6060,https://www.facebook.com/Ayjaliscos/?rf=939571796120769,takeout,"Carnicería and Mexican grocery store
9:00 AM to 9 pm Monday to Friday
8:30 AM to 9 pm Saturday and Sundays",2020/04/22 22:04:33.910+00,2020/04/22 22:04:33.910+00
-122.1553986,47.48851227,2673,42707947-4b53-4b7b-8e6e-ab0e6b87335d,Bickersons Brewhouse,"4710 NE 4th St #C105 | Renton, WA 98059",(425) 442-2347,https://www.bickersonsbrewhouse.com/,takeout,"Open for growler fills and growlers to go
4pm to 7pm Wed - Fri
2pm to 6pm Sat & Sun",2020/04/22 22:07:14.489+00,2020/04/22 22:07:14.489+00
-121.986113,47.72798172,2674,026962e3-fbed-4286-88df-f622d333224b,Starbucks Coffee - Duvall,"26304 NE Big Rock Rd, Duvall, WA, 98019",425-788-2086,https://www.facebook.com/Starbucks-155903124420285/,takeout,Hours: Daily 6:00 AM-12:00 PM,2020/04/22 22:07:16.317+00,2020/04/26 21:40:47.738+00
-122.1861916,47.47735563,2675,9ad70eac-98cb-45d6-8a35-7af04b6da953,Burger Addict,"2439 Maple Valley Hwy B, Renton, WA 98057",425.970.3950,https://burgeraddict.com/,"takeout,delivery,third_party_delivery_service","Takeout and delivery thru DoorDash, GrubHub and UberEats
11am - 8pm Daily for to go and delivery orders",2020/04/22 22:15:04.107+00,2020/04/27 03:24:50.138+00
-121.9867875,47.73357,2676,d10aa93b-5f7a-4d4e-89ad-9f5718b3840d,Subway - Duvall,"14606 Main St NE, Duvall, WA, 98019",425-788-7273,https://order.subway.com/en-US/restaurant/12116/menu,takeout,Hours: Mon-Fri 10:00 AM-8:00 PM Sat-Sun 11:00 AM-8:00 PM,2020/04/22 22:16:07.063+00,2020/04/23 15:06:17.582+00
-121.9864574,47.74040874,2678,2e5e9bd0-0df6-4294-8017-20dd8a4c8caa,Swift and Savory (NW comfort food with a twist),"15505 Main St NE, Duvall, WA, 98019",425-877-9418,http://www.swiftandsavory.com/,takeout,"Hours: Tues 4:00 PM-7:00 PM Wed-Sun 12:00 PM-7:00 PM
Visit their Facebook page:
https://www.facebook.com/swiftandsavory/",2020/04/22 22:21:04.946+00,2020/04/26 21:35:55.167+00
-121.9200345,47.682657,2679,6123895d-e5b5-409f-8351-c3f3bf42378f,Stillwater Store and Chevron (deli and gasoline),"9301 Carnation Duvall Rd NE, Carnation, WA, 98014",425-788-2292,,takeout,Hours: Mon-Fri 6:00 AM-8:00 PM Sat-Sun 8:00 AM-8:00 PM,2020/04/22 22:23:39.859+00,2020/04/22 22:23:39.859+00
-121.9854468,47.74374208,2680,b4be379d-8672-4fb1-8feb-36238f82c935,Taqueria La Morelos Orginal Mexican Food & Grocery Store,"15934 Main St NE, Duvall, WA, 98019",425-247-8181,,takeout,Hours: Mon-Sat 10:30 AM-8:30 PM,2020/04/22 22:25:57.136+00,2020/04/26 21:38:30.381+00
-121.9867801,47.73782481,2681,8c8bb65a-38c8-42e4-849d-ceb7e74418c8,Thai Duvall (Thai),"26321 NE Valley St, Duvall, WA, 98019",425-788-2064,http://www.thaiduvall.com/,takeout,"Hours: Mon-Fri 11:00 AM-9:30 PM Sat 12:00 PM-9:30 PM Sun 4:00 PM-9:30 PM
Facebook page: https://www.facebook.com/Thaiduvall/",2020/04/22 22:29:02.539+00,2020/04/22 22:29:02.539+00
-121.9863797,47.7411304,2682,69ad6f09-69e6-4942-8aec-27694b929567,The Grange (wood fired farm to table restaurant),"15611 Main St NE, Duvall, WA, 98019",425-788-2095,https://www.thegrangeduvall.com/,takeout,"Hours: Tues-Sun 4:00 PM-8:00 PM
Facebook page:
https://www.facebook.com/TheGrangeinDuvall/",2020/04/22 22:32:57.430+00,2020/04/26 21:36:32.440+00
-122.2155422,47.8372625,2683,430fc2be-7a48-4e45-8f29-0b6cafae46b5,Ezell's Famous Chicken - Mill Creek,"18001 Bothell-Everett Hwy, Mill Creek Wa., 98012",425-408-1855,https://ezellschicken.com/,"takeout,delivery,third_party_delivery_service","Hours of operation:
Mon - Thur. 10:30am - 9pm
Fri - Sat. 10:30am - 10pm",2020/04/22 22:40:50.188+00,2020/04/24 15:29:19.406+00
-121.9871979,47.73893052,2684,419e1ba8-2a2b-4b63-8401-7ea821b952ac,Twin Dragon (Chinese & American),"15321 Main St NE, Duvall, WA, 98019",425-788-5519,https://www.facebook.com/twindragonsportsbar/,takeout,Hours: Daily 4:00 PM-9:00 PM,2020/04/22 22:47:36.031+00,2020/04/26 21:35:31.896+00
-121.985883,47.744919,2685,92cbd347-514a-42c8-8467-4064e91a1568,"Valley House Brewing (21+ beer, tavern food)","16111 Main St NE, Duvall, WA, 98019, USA",425-318-6363,https://valleyhousebrewing.com/,takeout,"Hours: Daily 4:00 PM-8:00 PM
Facebook page:
https://www.facebook.com/valleyhousebrewing/
",2020/04/22 22:50:25.621+00,2020/04/22 22:50:25.621+00
-121.9859362,47.74211599,2686,f6c05e1e-4c7d-4f99-8a4f-d04e4d41c66e,Valley Shell & Liquor,"15729 Main St NE, Duvall, WA, 98019",425-788-0720,,takeout,Hours: Mon-Sat 9:00 AM-9:00 PM Sun 9:00 AM-7:00 PM,2020/04/22 22:52:07.815+00,2020/04/22 22:52:07.815+00
-121.9857165,47.739519,2687,a454c823-388b-4d66-8aa7-e27632177ba3,Zazynia Mediterranean Grill (Mediterranean),"15410 Main St NE, Duvall, WA, 98019",425-788-7071,https://www.zazynia.com/,takeout,"Hours: Mon-Sat 10:00 AM-9:00 PM
Facebook page:
https://www.facebook.com/ZazyniaMediterraneanGrill/",2020/04/22 22:55:03.200+00,2020/04/22 22:55:03.200+00
-122.2040254,47.37189551,2688,f3764cb2-3cee-4ca4-8074-3edfb1efb05a,Carriage Square Sports Bar & Grill,25626 102nd Pl SE Kent WA 98030,(253) 850-3749,https://www.facebook.com/CarriageSquareBar/,"takeout,curbside",,2020/04/23 00:09:46.343+00,2020/04/23 00:09:46.343+00
-121.7868162,47.49581453,2689,dc02acc9-b6ee-4691-888f-02a44a781188,Il Paesano Ristorante Italiano,"113 Bendigo Blvd N, North Bend",425-831-0099,https://www.ilpaesanoristorante.com/,"takeout,curbside","Tuesday to Sunday, 4pm to 9pm",2020/04/23 01:59:27.524+00,2020/04/23 01:59:27.524+00
-121.786155,47.494809,2690,382d3ca4-a4a0-4554-80ed-b0f86dae4253,Iron Duck,"101 W North Bend Way, North Bend, WA",425-292-9146,https://theironduckpublichouse.com/food/,takeout,"Wednesday to Sunday, 4pm to 7pm
(See the ToGo menu for available options)",2020/04/23 02:06:38.515+00,2020/04/23 02:06:38.515+00
-122.5200662,47.16181247,2691,65324f13-55c4-44d4-8247-ffbcc08a0f08,Carl's Jr - Lakewood,6125 MAIN ST. LAKEWOOD WA. 98499,(253) 584- 1111,https://www.carlsjr.com/,delivery,"WE ARE CURRENTLY OPEN FOR DRIVE THRU ONLY, HOWEVER STARTING TUESDAY
APRIL 28TH. WE WILL ADD DOORDASH DELIVERY.",2020/04/23 02:27:49.522+00,2020/05/27 18:53:20.708+00
-122.518359,47.16470844,2692,05409910-052a-426f-832c-34e6c464e964,Subway - Lakewood,6111 lakewood towne center blvd sw Lakewood 98499,253 5811142,http://Www.subway.com,"takeout,third_party_delivery_service",,2020/04/23 02:41:51.563+00,2020/04/23 14:55:49.104+00
-122.4004996,47.15720639,2693,b1740de9-bc7d-4fae-8cb1-dac389b138b2,Subway - Portland Ave,10909 Portland ave tacoma wa 98444,2535362009,http://Www.subway.com,"takeout,third_party_delivery_service",,2020/04/23 02:43:42.074+00,2020/04/23 16:06:49.240+00
-122.4336368,47.15249441,2694,9cffa255-8b0a-4254-8503-dc2595a11e37,Subway - Parkland,11457 Pacific ave,2535314888,http://Www.subway.com,"takeout,third_party_delivery_service",,2020/04/23 02:46:20.317+00,2020/04/23 16:06:10.311+00
-122.5102273,47.19114623,2695,ef2c4edc-8d0f-4b6b-8868-6814af10ce94,Subway - Lakewood,7304 lakewood dr Lakewood wa,(253)476-3477,http://Www.subway.com,"takeout,third_party_delivery_service",,2020/04/23 02:48:27.787+00,2020/05/11 16:45:35.944+00
-121.7915972,47.48885463,2696,6fba6f36-40e7-4c9f-836c-948820a68133,Apollo Mediterranean Greek Food,456 SW Mount Si Blvd Suite C3,425-292-3024,https://apollogreekfood.com/menu,"takeout,delivery",Call for hours of operation. Order Online.,2020/04/23 15:42:53.704+00,2020/04/23 15:42:53.704+00
-121.7931338,47.48704076,2697,98d9eddf-d50c-4ec8-8f76-b09f17305bf4,Arby's - North Bend,705 SW Mount Si Blvd,,https://arbys.com/,takeout, Remaining open with slightly adjusted hours. 10:30 a.m. – 9 p.m.  Lobby is open for takeout and the drive thru will remain open,2020/04/23 15:47:13.050+00,2020/04/24 19:21:09.058+00
-121.791708,47.488365,2698,a1f6288e-132c-4c51-8985-280dc2a77db6,Blimpie Restaurant & Baskin Robbins,458 SW Mount Si Blvd Suite B03,425-888-4422,https://www.blimpie.com/stores/11227,takeout, Order online or call for takeout at 425-888-4422. Order online: https://www.blimpie.com/stores/11227. Open Sun. – Sat. 10 a.m. – 7 p.m. ,2020/04/23 15:51:52.864+00,2020/04/23 15:51:52.864+00
-121.7932938,47.48895358,2699,1bc3f566-7960-423c-8427-3077c7180d93,Burger King - North Bend, 736 SW Mount Si Blvd,425-831-246,https://locations.bk.com/wa/north-bend/736-sw-mt-si-blvd.html,curbside,Drive-thru is open 7 a.m. – 11 p.m.,2020/04/23 15:56:33.884+00,2020/04/24 15:55:21.567+00
-121.788522,47.495925,2700,d6086d3e-99a2-4458-89ff-747142cbea2b,Chowder Cafe,301 W North Bend Way,206-348-0384,http://chowdercafenb.com/,takeout,Open for takeout Mon. – Sat. 11:30 a.m. – 2 p.m.; 3 p.m. – 6:30 p.m. Closed Sundays ,2020/04/23 16:04:27.703+00,2020/04/23 16:04:27.703+00
-121.787658,47.491929,2701,40cd2e60-0329-420d-8eb3-68e8843f65f0,El Caporal Mexican Restaurant - North Bend,"424 Main Ave S, North Bend, WA 98045",425-888-2048,http://www.elcaporalnorthbend.com/,takeout,Open for takeout at 424 Main Ave. S. 11 a.m. – 8 p.m. Call 425-8882048. Check out their menu online at http://www.elcaporalnorthbend.com/.,2020/04/23 16:07:42.659+00,2020/04/30 14:53:08.219+00
-121.7870152,47.49393825,2702,3ef874d8-9973-44d8-8968-f93b42024507,Frankie’s Pizza,"249 Main Ave S, North Bend, WA 98045",(425) 888-4477,https://frankies-pizza.com/our-locations/,"takeout,delivery", Open for takeout and delivery. Sun. – Thurs. 11 a.m. – 9 p.m.; Fri and Sat. 11 a.m. – 10 p.m. Order online / call 425-888-4477. ,2020/04/23 16:12:15.219+00,2020/04/29 17:55:17.288+00
-121.7875815,47.493432,2703,1428f0d0-e97c-4199-8fe1-a5618a0a33a7,Huxdotter Coffee,101 W Park St,425-888-4678,https://huxdottercoffee.com/,curbside, Drive-through is open Mon. – Fri 5 a.m. – 7 p.m.; Sat & Sun. 6 a.m. – 7 p.m. ,2020/04/23 16:15:00.312+00,2020/04/23 16:15:00.312+00
-121.79159,47.48825264,2704,8a938a70-9303-4588-8d01-aadd018c01ae,I Luv Teriyaki,458 SW Mount Si Blvd ,425-888-5544,,takeout,Open for takeout only during regular business hours: Mon. – Sat. 11 a.m. – 8:30 p.m.,2020/04/23 16:18:04.125+00,2020/04/23 16:18:04.125+00
-121.7874675,47.49388434,2705,5bfae72b-6c89-469c-8ba1-d4bf5eed7619,Jersey Mike’s - North Bend,"249 Main Ave S #103, North Bend, WA 98045",,https://www.jerseymikes.com/18024/north-bend-wa,"takeout,third_party_delivery_service"," Open for takeout and delivery via GrubHub 
 Sun-Sat 11 a.m. – 8 p.m. 
Order online at https://www.jerseymikes.com/order/18024/",2020/04/23 16:25:20.575+00,2020/04/30 19:42:20.009+00
-121.7915865,47.48859,2706,08f91f44-2fcc-4bd9-87b7-d36ec7495d58,Little Si Restaurant & Lounge, 456 SW Mount Si Blvd Suite C1,425-888-5501,http://www.littlesirestaurantandlounge.com/,takeout, Open for takeout from 2 p.m. – 9 p.m. daily. ,2020/04/23 16:28:57.955+00,2020/04/23 16:28:57.955+00
-122.222272,47.336544,2707,7a87c875-a33c-4741-8d7d-7fc973eaafdb,LILLY'S EXPRESSO,"3310 AUBURN WAY N P P AUBURN, WA 98002",2533346532,,"takeout,curbside",,2020/04/23 16:44:43.755+00,2020/04/23 16:44:43.755+00
-122.2931212,47.1270395,2708,2e59e145-14fe-4653-87ae-50daffe7fb79,Out & About Burgers,"14212 Meridian Ave E Puyallup, WA 98373",,http://outandaboutburgers.com/food.htm,curbside,Drive Thru only. Open 11am to 8pm daily. ,2020/04/23 16:48:12.551+00,2020/04/23 16:48:12.551+00
-122.1837975,47.28827751,2709,465da045-cd12-4c88-8b9f-a98fa5b35f06,Antonys Frutas y Antojitos Locos,"3312 AUBURN WAY S SUITE E SUITE E AUBURN, WA 98092",2533974664,https://www.facebook.com/antonysfrutasyantojitos/,takeout,,2020/04/23 16:50:10.976+00,2020/04/24 15:31:56.158+00
-122.2140256,47.30796417,2710,b4347de4-9e4d-4221-8a17-cee08e2c9894,Gibs coffee co,"1148 E MAIN ST AUBURN, WA 98002",2533819170,,"takeout,curbside",,2020/04/23 16:54:56.676+00,2020/04/23 16:54:56.676+00
-122.2283293,47.28024221,2711,7e95dc91-3302-4eb6-81aa-60d88826f535,Robin Hood Pizza,"3108 A ST SE AUBURN, WA 98001",2066175687,https://therobinhoodpizza.com/,takeout,,2020/04/23 16:56:32.842+00,2020/04/24 15:44:03.739+00
-122.1733707,47.32247672,2712,3667ce71-5fe8-4046-887d-5a83dad0b35a,"Pho U Plus Burger, Inc",12722 SE 312th St Auburn WA 98092,(253)737-5611,,takeout,,2020/04/23 16:58:06.729+00,2020/05/12 00:34:07.360+00
-122.222293,47.344527,2713,e34507fd-35b5-44b5-8319-2d8b3c652035,SIN PANCHO,"4202 AUBURN WAY N SUITE 1 SUITE 1 AUBURN, WA 98002",(206)747-9596,,takeout,,2020/04/23 16:59:14.568+00,2020/06/04 14:58:55.681+00
-122.163381,47.329119,2714,76ba2466-3b8c-41b4-8562-dd70ebdd944a,RACING RISTRETTOS LLC,"30402 132ND AVE SE AUBURN, WA 98092",2068170293,,curbside,,2020/04/23 17:01:24.906+00,2020/04/23 17:01:24.906+00
-122.2287723,47.32195982,2715,a012b907-fced-44f0-83a6-737eeaf425eb,LAS MARGARITAS RESTAURANTS,"1525 A ST NE SUITE 100 SUITE 100 AUBURN, WA 98001",2537351526,,"takeout,curbside",,2020/04/23 17:02:39.440+00,2020/04/23 17:02:39.440+00
-122.221651,47.33276331,2716,92d197ca-6fda-4363-87d4-e3157a5928c4,Taqueria Taco Maestro 2,"2824 AUBURN WAY N AUBURN, WA 98002",2539394161,,takeout,Hours: M-F 10Am-10Pm S-S 9:30Am-10Pm,2020/04/23 17:04:03.957+00,2020/04/23 17:04:03.957+00
-122.228451,47.353482,2717,3992807b-e146-4187-810c-0c93a7f39faf,SWEET CHEEKS ESPRESSO,"5148 AUBURN WAY N AUBURN, WA 98002",2063357193,,takeout,,2020/04/23 17:04:59.230+00,2020/04/23 17:04:59.230+00
-122.222187,47.30014051,2718,4557b00f-7d2b-418a-8d95-e0cb9cc35978,DONUT STAR,"914 AUBURN WAY S AUBURN, WA 98002",2538332980,,"takeout,curbside",,2020/04/23 17:06:28.239+00,2020/04/23 17:06:28.239+00
-122.2101052,47.2448294,2719,25416682-897d-41b8-8a44-256c8441142e,ICHI TERIYAKI,"1414 LAKE TAPPS PARKWAY E #D105 #D105 AUBURN, WA 98092",(425)647-9364,,"takeout,curbside",,2020/04/23 17:07:20.652+00,2020/05/11 16:42:24.500+00
-122.1836071,47.28876328,2720,67263ffa-2590-4cf4-8d99-1fde3e4a6b6c,La Rioja Mexican Cuisine,"3312 Auburn Way S A, Auburn, WA 98092",(360)775-3544,https://m.facebook.com/La-Rioja-Mexican-Cuisine-329444801207244/posts/,takeout,,2020/04/23 17:08:49.341+00,2020/05/11 16:43:58.840+00
-122.2102657,47.24482442,2721,c7c0bbb4-4866-421c-88f8-c2ee58a013d0,Menchie's Frozen Yogurt,"1408 LAKE TAPPS PKWY SE STE 201 STE 201 AUBURN, WA 98092",2533595431,https://www.facebook.com/menchieslakelandtowncenter/,takeout,Sun-Thur 12pm-9pm / Fri & Sat 12pm-10pm,2020/04/23 17:10:55.210+00,2020/04/23 17:10:55.210+00
-122.2142923,47.31538621,2722,e3f75045-3823-4aa0-8700-bb398cc939e7,Espresso Stop,"810 HARVEY RD NE AUBURN, WA 98002",2533343675,,"takeout,curbside",Hours: M-F 430AM-8PM S&S 5AM-8PM,2020/04/23 17:12:55.103+00,2020/04/23 17:12:55.103+00
-122.1733707,47.32247672,2723,74235459-d963-41b8-83ed-515d0cc27d0a,RINGO WOK TERIYAKI,"12722 SE 312TH ST - BLD B- AUBURN, WA 98092",2537374865,,takeout,,2020/04/23 17:17:14.944+00,2020/04/23 17:17:14.944+00
-122.2216362,47.33268331,2724,76e3a89e-9aaa-42aa-8e9d-3205dc488b50,Pho Dinh,"2822 AUBURN WAY N AUBURN, WA 98002",(253)804-8688,,"takeout,curbside",,2020/04/23 17:18:46.660+00,2020/05/12 00:32:30.252+00
-122.2147504,47.31577071,2725,174887ff-986f-4f93-8c26-3526c6a6fe85,TERIYAKI WOK 4,"820 HARVEY RD SUITE B SUITE B AUBURN, WA",2532880289,,"takeout,curbside",,2020/04/23 17:19:51.236+00,2020/04/23 17:19:51.236+00
-122.2265713,47.31076097,2726,3d0fe0df-0def-4f28-8999-c1326a19f59c,Donut & Muffin Factory,"201 4th St NE, Auburn, WA 98002",(206)513-8484,,takeout,,2020/04/23 17:21:10.492+00,2020/06/04 14:47:40.792+00
-122.25123,47.318976,2727,9e9f3e86-d7ae-47cf-8d3a-dac83637bd99,Java Garden,"1215 West Valley Hwy N Auburn, WA 98001",(253)569-8293,,"takeout,curbside",Hours: M-F 5am-5:30pm S 6am-2pm S 7am-2pm,2020/04/23 17:22:49.971+00,2020/05/12 16:06:05.461+00
-122.209119,47.244663,2728,87947af6-6e2c-44a4-85ee-041876cbf9fa,Puerto Vallarta of Lake Tapps,"1414 LAKE TAPPS PKWY SE D102 D102 AUBURN, WA 98092",2538518020,,"takeout,curbside",,2020/04/23 17:46:48.891+00,2020/04/23 17:46:48.891+00
-122.1837975,47.28827751,2729,377cd7ce-2c20-456d-8a3d-f062856d3506,NEW TERIYAKI & WOK,"3312 AUBURN WAY SO F F AUBURN, WA 98092",2533323069,,"takeout,curbside",,2020/04/23 17:47:37.824+00,2020/04/23 17:47:37.824+00
-122.2141719,47.31522033,2730,9f2aaa22-186e-44ad-87ef-5ca163e43158,ABERDEEN CAFE LLC,"721 M ST NE 103 103 AUBURN, WA 98002",2536329034,,takeout,,2020/04/23 17:48:32.139+00,2020/04/23 17:48:32.139+00
